timestamp_ms,raw_value,leads_off,bpm
1771381787860,322,0,
1771381787868,319,0,
1771381787873,314,0,
1771381787877,310,0,
1771381787881,307,0,
1771381787889,305,0,
1771381787893,301,0,
1771381787897,298,0,
1771381787901,298,0,
1771381787909,295,0,
1771381787913,294,0,
1771381787918,295,0,
1771381787926,291,0,
1771381787930,292,0,
1771381787934,295,0,
1771381787938,298,0,
1771381787946,303,0,
1771381787950,310,0,
1771381787954,315,0,
1771381787959,320,0,
1771381787967,326,0,
1771381787971,333,0,
1771381787975,336,0,
1771381787983,341,0,
1771381787987,346,0,
1771381787991,347,0,
1771381787995,351,0,
1771381788004,354,0,
1771381788008,353,0,
1771381788012,354,0,
1771381788016,356,0,
1771381788024,356,0,
1771381788028,356,0,
1771381788032,358,0,
1771381788040,356,0,
1771381788045,356,0,
1771381788049,358,0,
1771381788053,359,0,
1771381788061,356,0,
1771381788065,355,0,
1771381788069,357,0,
1771381788073,355,0,
1771381788081,355,0,
1771381788086,356,0,
1771381788090,355,0,
1771381788094,355,0,
1771381788102,356,0,
1771381788107,355,0,
1771381788110,355,0,
1771381788118,355,0,
1771381788122,355,0,
1771381788126,354,0,
1771381788131,354,0,
1771381788139,356,0,
1771381788143,354,0,
1771381788147,355,0,
1771381788151,357,0,
1771381788159,354,0,
1771381788163,352,0,
1771381788167,354,0,
1771381788176,352,0,
1771381788180,352,0,
1771381788184,352,0,
1771381788188,351,0,
1771381788196,351,0,
1771381788200,351,0,
1771381788204,347,0,
1771381788208,347,0,
1771381788217,348,0,
1771381788221,349,0,
1771381788225,346,0,
1771381788229,343,0,
1771381788237,339,0,
1771381788241,330,0,
1771381788245,318,0,
1771381788253,316,0,
1771381788257,320,0,
1771381788262,324,0,
1771381788266,330,0,
1771381788274,332,0,
1771381788278,333,0,
1771381788282,337,0,
1771381788286,342,0,
1771381788294,343,0,
1771381788298,345,0,
1771381788303,346,0,
1771381788311,343,0,
1771381788315,343,0,
1771381788319,346,0,
1771381788323,345,0,
1771381788331,345,0,
1771381788335,345,0,
1771381788339,345,0,
1771381788344,346,0,
1771381788352,346,0,
1771381788356,345,0,
1771381788360,343,0,
1771381788364,351,0,
1771381788372,363,0,
1771381788376,363,0,
1771381788380,341,0,
1771381788389,292,0,
1771381788393,208,0,
1771381788397,83,0,
1771381788401,0,0,
1771381788401,0,0,
1771381788405,0,0,
1771381788409,0,0,
1771381788413,55,0,
1771381788417,185,0,
1771381788421,326,0,
1771381788429,374,0,
1771381788434,363,0,
1771381788438,352,0,
1771381788446,356,0,
1771381788450,366,0,
1771381788454,373,0,
1771381788458,372,0,
1771381788466,373,0,
1771381788471,374,0,
1771381788475,370,0,
1771381788479,370,0,
1771381788487,371,0,
1771381788491,368,0,
1771381788495,365,0,
1771381788499,364,0,
1771381788507,361,0,
1771381788511,358,0,
1771381788516,358,0,
1771381788524,356,0,
1771381788528,353,0,
1771381788532,351,0,
1771381788536,351,0,
1771381788544,345,0,
1771381788548,341,0,
1771381788552,340,0,
1771381788556,333,0,
1771381788565,329,0,
1771381788569,326,0,
1771381788573,319,0,
1771381788581,316,0,
1771381788585,311,0,
1771381788589,305,0,
1771381788593,301,0,
1771381788601,298,0,
1771381788606,294,0,
1771381788610,292,0,
1771381788614,291,0,
1771381788622,290,0,
1771381788626,285,0,
1771381788630,283,0,
1771381788638,284,0,
1771381788643,282,0,
1771381788647,281,0,
1771381788651,284,0,
1771381788659,286,0,
1771381788663,290,0,
1771381788667,297,0,
1771381788671,302,0,
1771381788679,307,0,
1771381788683,316,0,
1771381788688,321,0,
1771381788692,326,0,
1771381788700,332,0,
1771381788704,338,0,
1771381788708,340,0,
1771381788716,342,0,
1771381788720,347,0,
1771381788724,347,0,
1771381788728,348,0,
1771381788737,351,0,
1771381788741,350,0,
1771381788745,349,0,
1771381788749,352,0,
1771381788757,351,0,
1771381788761,351,0,
1771381788765,352,0,
1771381788774,350,0,
1771381788778,349,0,
1771381788782,351,0,
1771381788786,352,0,
1771381788794,350,0,
1771381788798,348,0,
1771381788802,351,0,
1771381788806,349,0,
1771381788814,351,0,
1771381788819,352,0,
1771381788823,351,0,
1771381788827,352,0,
1771381788835,352,0,
1771381788839,350,0,
1771381788843,349,0,
1771381788851,351,0,
1771381788855,352,0,
1771381788860,350,0,
1771381788864,349,0,
1771381788872,351,0,
1771381788876,349,0,
1771381788880,350,0,
1771381788884,350,0,
1771381788892,348,0,
1771381788896,348,0,
1771381788901,351,0,
1771381788909,350,0,
1771381788913,348,0,
1771381788917,348,0,
1771381788921,347,0,
1771381788929,347,0,
1771381788933,349,0,
1771381788937,344,0,
1771381788941,337,0,
1771381788950,331,0,
1771381788954,324,0,
1771381788958,320,0,
1771381788962,326,0,
1771381788970,332,0,
1771381788974,332,0,
1771381788978,334,0,
1771381788986,339,0,
1771381788991,341,0,
1771381788995,345,0,
1771381788999,349,0,
1771381789007,348,0,
1771381789011,349,0,
1771381789015,349,0,
1771381789019,350,0,
1771381789027,347,0,
1771381789032,347,0,
1771381789036,349,0,
1771381789044,347,0,
1771381789048,348,0,
1771381789052,349,0,
1771381789056,349,0,
1771381789064,347,0,
1771381789068,349,0,
1771381789073,356,0,
1771381789077,363,0,
1771381789085,358,0,
1771381789089,324,0,
1771381789093,264,0,
1771381789097,170,0,
1771381789105,47,0,
1771381789105,0,0,
1771381789109,0,0,
1771381789113,0,0,
1771381789118,48,0,
1771381789122,163,0,
1771381789126,310,0,
1771381789134,382,0,
1771381789138,377,0,
1771381789142,361,0,
1771381789146,362,0,
1771381789154,371,0,
1771381789159,375,0,
1771381789163,379,0,
1771381789171,381,0,
1771381789175,380,0,
1771381789179,378,0,
1771381789183,380,0,
1771381789191,376,0,
1771381789195,373,0,
1771381789200,375,0,
1771381789204,372,0,
1771381789212,370,0,
1771381789216,370,0,
1771381789220,367,0,
1771381789224,365,0,
1771381789232,365,0,
1771381789236,361,0,
1771381789240,358,0,
1771381789249,356,0,
1771381789253,352,0,
1771381789257,348,0,
1771381789261,345,0,
1771381789269,343,0,
1771381789273,337,0,
1771381789277,331,0,
1771381789281,329,0,
1771381789290,322,0,
1771381789294,318,0,
1771381789298,315,0,
1771381789306,311,0,
1771381789310,308,0,
1771381789314,306,0,
1771381789318,303,0,
1771381789326,300,0,
1771381789331,298,0,
1771381789335,297,0,
1771381789339,294,0,
1771381789347,294,0,
1771381789351,295,0,
1771381789355,294,0,
1771381789359,295,0,
1771381789367,301,0,
1771381789372,305,0,
1771381789376,309,0,
1771381789384,317,0,
1771381789388,324,0,
1771381789392,328,0,
1771381789396,336,0,
1771381789404,343,0,
1771381789408,347,0,
1771381789412,350,0,
1771381789417,352,0,
1771381789425,354,0,
1771381789429,356,0,
